15.0,720.0,220.0,1575.0,1645.0,330.0,3
15.0,15.0,220.0,1575.0,720.0,320.0,2
105.0,105.0,320.0,1485.0,720.0,340.0,4
105.0,720.0,320.0,1485.0,1555.0,420.0,5
40.0,90.0,0.0,1250.0,505.0,520.0,1
40.0,680.0,0.0,1250.0,1310.0,520.0,1
245.0,170.0,620.0,325.0,1490.0,770.0,9
440.0,170.0,620.0,515.0,1490.0,770.0,9
655.0,170.0,620.0,730.0,595.0,770.0,9
655.0,170.0,620.0,895.0,1490.0,770.0,9
815.0,995.0,620.0,895.0,1490.0,770.0,9
1010.0,170.0,620.0,1085.0,1490.0,770.0,9
1175.0,170.0,620.0,1275.0,1490.0,770.0,9
175.0,355.0,770.0,240.0,420.0,970.0,10
175.0,1140.0,770.0,240.0,1205.0,970.0,10
175.0,1280.0,770.0,240.0,1345.0,970.0,10
250.0,690.0,770.0,315.0,755.0,970.0,10
360.0,270.0,770.0,425.0,335.0,970.0,10
360.0,1200.0,770.0,425.0,1265.0,970.0,10
360.0,1340.0,770.0,425.0,1405.0,970.0,10
445.0,690.0,770.0,510.0,755.0,970.0,10
660.0,525.0,770.0,725.0,590.0,970.0,10
660.0,700.0,770.0,725.0,765.0,970.0,10
745.0,355.0,770.0,810.0,420.0,970.0,10
745.0,1200.0,770.0,810.0,1265.0,970.0,10
820.0,1000.0,770.0,885.0,1065.0,970.0,10
1015.0,690.0,770.0,1080.0,755.0,970.0,10
1120.0,270.0,770.0,1185.0,335.0,970.0,10
1120.0,1140.0,770.0,1185.0,1205.0,970.0,10
1120.0,1280.0,770.0,1185.0,1345.0,970.0,10
1180.0,690.0,770.0,1245.0,755.0,970.0,10
1310.0,355.0,770.0,1375.0,420.0,970.0,10
1310.0,495.0,770.0,1375.0,560.0,970.0,10
1310.0,1120.0,770.0,1375.0,1185.0,970.0,10
1310.0,1260.0,770.0,1375.0,1325.0,970.0,10
190.0,655.0,970.0,725.0,965.0,1220.0,11
175.0,320.0,970.0,885.0,1380.0,1220.0,11
710.0,350.0,970.0,1245.0,1270.0,1220.0,11
130.0,45.0,970.0,1460.0,370.0,1220.0,11
130.0,1105.0,970.0,1460.0,1615.0,1220.0,11
380.0,655.0,970.0,510.0,830.0,1220.0,11
950.0,655.0,970.0,1080.0,830.0,1220.0,11
1310.0,320.0,970.0,1400.0,1360.0,1220.0,11
130.0,130.0,0.0,1460.0,1530.0,0.0,235
